nickname,userId,privateAccount,signature,uniqueId,verified,videoId,createTime,likesCount,shareCount,commentCount,playCount,collectCount,description,url,timestamp,duration
Instagram | 7 milhões",enaldinho,True,7026090070054604038,1635889074,282800,10200,3847,7100000,5692,Não sei quem é pior 😂😂😂 @annaclarasr_,https://www.tiktok.com/@enaldinho/video/7026090070054604038,2021-11-02 21:37:54,9
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7025715457692896517,1635801853,141800,842,989,1900000,2930,Quando eu estou dirigindo com a minha mãe! 😂 @bielvaladares,https://www.tiktok.com/@enaldinho/video/7025715457692896517,2021-11-01 21:24:13,21
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7025377067508223238,1635723066,31200,158,356,675700,361,Depilei minha cara inteira pra tirar essa maquiagem 😂,https://www.tiktok.com/@enaldinho/video/7025377067508223238,2021-10-31 23:31:06,57
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7025288121969413382,1635702356,60800,276,351,942900,451,Você sabia que se colocar um marshmallow no microondas ele triplica de tamanho? 😂,https://www.tiktok.com/@enaldinho/video/7025288121969413382,2021-10-31 17:45:56,46
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7024960133771824389,1635625990,76500,670,2165,1100000,1281,"Todo dia rola isso cmg, rodo a cama toda e não acho o celular 😂😂😂",https://www.tiktok.com/@enaldinho/video/7024960133771824389,2021-10-30 20:33:10,25
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7024605605897800966,1635543445,387100,3469,1437,4100000,4505,De que tamanho é esse leão?? 😂😂🦁 @annaclarasr_,https://www.tiktok.com/@enaldinho/video/7024605605897800966,2021-10-29 21:37:25,26
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7024154451892047110,1635438403,14800,65,167,224800,269,"Desafio Plutonita, quem consegue ficar mais tempo sem fazer careta?! 🎃 #guloseimasouTrollvessuras #HalloweenPlutonita *publi",https://www.tiktok.com/@enaldinho/video/7024154451892047110,2021-10-28 16:26:43,59
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7023890558577822981,1635376961,50600,286,794,722200,365,Vcs acham que eu levo jeito pra dança? 👀😂😂 @annaclarasr_,https://www.tiktok.com/@enaldinho/video/7023890558577822981,2021-10-27 23:22:41,15
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7023476997485645062,1635280671,15600,48,137,177700,103,Halloween chegando e não podia deixar de trollar a galera da Elo! 🎃 #guloseimasouTrollvessuras #HalloweenPlutonita *publi,https://www.tiktok.com/@enaldinho/video/7023476997485645062,2021-10-26 20:37:51,57
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7023430160045083909,1635269766,44400,53,176,506500,148,Desafio da esteira 😂😂 @jadesales_ @bielvaladares,https://www.tiktok.com/@enaldinho/video/7023430160045083909,2021-10-26 17:36:06,57
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7022023502140034310,1634942253,25000,59,132,288800,165,Quem será que tem o melhor reflexo? Assiste até o final 😂🥎 @bielvaladares @annaclarasr_ @brennermariano @vishtigs,https://www.tiktok.com/@enaldinho/video/7022023502140034310,2021-10-22 22:37:33,55
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7021687146419440902,1634863939,64300,103,248,1200000,302,E esse desafio? 😂😂😂💦 @jadesales_ @bielvaladares,https://www.tiktok.com/@enaldinho/video/7021687146419440902,2021-10-22 00:52:19,45
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7021306866533813509,1634775398,98400,240,599,2100000,630,Colei o dinheiro no chão perto da Elo 😂😂💸 @bielvaladares @jadesales_ @vishtigs,https://www.tiktok.com/@enaldinho/video/7021306866533813509,2021-10-21 00:16:38,58
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7020905991927581957,1634682062,55300,2186,630,859100,1805,Como fazer o biscoito do #round6 🍪,https://www.tiktok.com/@enaldinho/video/7020905991927581957,2021-10-19 22:21:02,58
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7020529031590219014,1634594294,45600,162,129,658600,305,"E essa batatinha frita 1, 2, 3 hardcore com a turma da @eloteamoficial ? 😂😂",https://www.tiktok.com/@enaldinho/video/7020529031590219014,2021-10-18 21:58:14,49
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7020178422466940165,1634512662,22900,31,87,282400,122,Assistam esse desafio até o fim 😂😂 @guicavalieri1,https://www.tiktok.com/@enaldinho/video/7020178422466940165,2021-10-17 23:17:42,44
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7019684950651768069,1634397766,78800,237,292,1600000,415,Batatinha frita troll 😂 @_luizamonteiroo @bielvaladares @vishtigs @nicolasgommes,https://www.tiktok.com/@enaldinho/video/7019684950651768069,2021-10-16 15:22:46,51
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7019436682806103302,1634339962,30500,44,81,311000,118,"E aí, quem tem a melhor intuição? 😂 @guicavalieri1",https://www.tiktok.com/@enaldinho/video/7019436682806103302,2021-10-15 23:19:22,43
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7019079150342294790,1634256717,31600,99,210,438000,269,Fui participante do Round 6 por um minuto 😂😂 Vcs conseguiriam? #round6,https://www.tiktok.com/@enaldinho/video/7019079150342294790,2021-10-15 00:11:57,55
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7018925064020069637,1634220841,31800,48,152,355600,148,Vcs gostam de desafios assim? 😂 @jadesales_,https://www.tiktok.com/@enaldinho/video/7018925064020069637,2021-10-14 14:14:01,50
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7018667742001646854,1634160929,85500,303,412,1000000,478,Por essa vc não esperava @annaclarasr_ 😂😂,https://www.tiktok.com/@enaldinho/video/7018667742001646854,2021-10-13 21:35:29,48
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7018233236371328262,1634059762,117100,311,213,2900000,461,Ninguém escapa desse desafio 😂😂 @guicavalieri1 @faeleamendoim,https://www.tiktok.com/@enaldinho/video/7018233236371328262,2021-10-12 17:29:22,37
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7017862250899836166,1633973386,57700,55,176,683600,255,"E ae, quem teve a melhor estratégia? 😂😂😂 @guicavalieri1",https://www.tiktok.com/@enaldinho/video/7017862250899836166,2021-10-11 17:29:46,55
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7017450573343558918,1633877535,85800,184,282,727700,627,Desafio dos 100 reais com a @jullymolinna 😂💸🤑,https://www.tiktok.com/@enaldinho/video/7017450573343558918,2021-10-10 14:52:15,52
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7017140456479870213,1633805330,40000,42,100,507500,232,"Curti demais fazer essa trollagem, peguei eles no pulo 😂😂😂 @faeleamendoim",https://www.tiktok.com/@enaldinho/video/7017140456479870213,2021-10-09 18:48:50,32
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7016761699495611654,1633717144,9483,36,90,142300,45,"Gostaram da minha malemolência nesta trend da #invasãotortuguita? Façam a trend, me marquem e marquem tb @tortuguitaoficial   #timepatinha *publi",https://www.tiktok.com/@enaldinho/video/7016761699495611654,2021-10-08 18:19:04,15
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7016440570147065094,1633642375,102000,126,421,4600000,926,O @Spotify Brasil  chegou no TikTok agora já fazendo Exposed de geral! Use #MeuExposedSpotify e compartilha sua playlist No Repeat! #MeuSpotify PUBLI,https://www.tiktok.com/@enaldinho/video/7016440570147065094,2021-10-07 21:32:55,19
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7015688156490091781,1633467190,51400,320,230,1100000,263,Quem tmb fica bolado quando alguém aceita a comida que vc ofereceu por educação?! #round6 @annaclarasr_ @_luizamonteiroo,https://www.tiktok.com/@enaldinho/video/7015688156490091781,2021-10-05 20:53:10,13
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7015230661514530053,1633360671,14000,30,115,212100,76,Estou doido pra voltar no HotPark. Estão gostando dos conteúdos? 😂💦 #hotpark @hotparkoficial,https://www.tiktok.com/@enaldinho/video/7015230661514530053,2021-10-04 15:17:51,46
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7014498733723340038,1633190256,22700,53,129,217400,88,"E aí, quem tem mais habilidade? 😂😂 @bielvaladares @annaclarasr_ @vishtigs",https://www.tiktok.com/@enaldinho/video/7014498733723340038,2021-10-02 15:57:36,37
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7013462839419505925,1632949068,67100,321,198,1500000,433,Fui desafiado pela @Sunny Brinquedos a fazer o desafio #CaçaAosPokémons. Encontrei vários incríveis! 😍 #publi #Pokémon #Pokémon25anos #Pikachu,https://www.tiktok.com/@enaldinho/video/7013462839419505925,2021-09-29 20:57:48,52
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7012634696777567493,1632756252,77700,139,306,794600,574,Deixe nos comentários quem venceu!! @michelccoelho 😂,https://www.tiktok.com/@enaldinho/video/7012634696777567493,2021-09-27 15:24:12,37
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7012361060506209542,1632692540,23600,84,537,211600,87,Quem aí tmb fala sozinho?,https://www.tiktok.com/@enaldinho/video/7012361060506209542,2021-09-26 21:42:20,9
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7012254315809131781,1632667687,10300,16,83,150300,60,"Galera, a #invasãotortuguita  ta no ar! Me ajudem a espalhar o desafio do #timepatinha  . Façam o desafio e marquem @tortuguitaoficial  ! Pra cima timee!!",https://www.tiktok.com/@enaldinho/video/7012254315809131781,2021-09-26 14:48:07,58
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7011618364585987333,1632519618,22700,43,164,250200,125,"Uma explosão de sabor dessas, bixo! Poosh! Guaraná Antarctica, o sabor original do Brasil #PooshGuarana  #AmizadeOriginal  #Poosh  #ArcordoBrasil",https://www.tiktok.com/@enaldinho/video/7011618364585987333,2021-09-24 21:40:18,20
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7011171596874288389,1632415596,178700,518,661,3800000,1195,Única dancinha que consegui fazer 😂 @faeleamendoim,https://www.tiktok.com/@enaldinho/video/7011171596874288389,2021-09-23 16:46:36,8
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7010127356639628549,1632172465,78900,193,205,1000000,438,Desafio do chão é lava no parque aquático! Quem se deu melhor? 😂💦 #hotpark @hotparkoficial,https://www.tiktok.com/@enaldinho/video/7010127356639628549,2021-09-20 21:14:25,52
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7009767852316118278,1632088762,53800,143,323,619800,360,Trollei a @jadesales_  😂😂😂,https://www.tiktok.com/@enaldinho/video/7009767852316118278,2021-09-19 21:59:22,33
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7009354174978690309,1631992445,56700,128,224,797400,536,Quem quer que eu conte o segredo deixa o like! @annaclarasr_,https://www.tiktok.com/@enaldinho/video/7009354174978690309,2021-09-18 19:14:05,38
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7008319878482464006,1631751629,37600,88,147,405100,180,"Quem soprar a ultima carta, bebe! @jadesales_ @annaclarasr_ @eloteamoficial",https://www.tiktok.com/@enaldinho/video/7008319878482464006,2021-09-16 00:20:29,40
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7007839476248546565,1631639777,64100,86,143,622700,222,Acerte a cor e coma! @guicavalieri1,https://www.tiktok.com/@enaldinho/video/7007839476248546565,2021-09-14 17:16:17,43
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7007417616239185158,1631541555,104500,1216,498,1800000,1234,Desafio tente não rir com gás Hélio 😂 @brennermariano,https://www.tiktok.com/@enaldinho/video/7007417616239185158,2021-09-13 13:59:15,51
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7007056991050910982,1631457591,130800,272,192,1900000,837,A galera da @eloteamoficial não entendeu nada 😂,https://www.tiktok.com/@enaldinho/video/7007056991050910982,2021-09-12 14:39:51,48
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7006804386697579782,1631398776,270900,719,702,5800000,1656,Desafio do sim ou não com o @guicavalieri1 @jadesales_,https://www.tiktok.com/@enaldinho/video/7006804386697579782,2021-09-11 22:19:36,31
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7004938607760887045,1630964366,51600,176,261,463700,362,Essa é umas das melhores e mágicas que já fiz 😂😂 @jadesales_,https://www.tiktok.com/@enaldinho/video/7004938607760887045,2021-09-06 21:39:26,57
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7004188321706413318,1630789676,1300000,15800,8622,19700000,14700,Tô viciado nessa música 😂 @annaclarasr_,https://www.tiktok.com/@enaldinho/video/7004188321706413318,2021-09-04 21:07:56,30
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7003737180678180102,1630684637,22000,59,118,329500,111,Eu shippo essa combinação maravilhosa. Você shippa tb @tortuguitaoficial ? #PooshGuaraná #AmizadeOriginal  #Poosh  #arcordobrasil,https://www.tiktok.com/@enaldinho/video/7003737180678180102,2021-09-03 15:57:17,46
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7003402107487341829,1630606621,269000,670,507,2100000,3254,Melhor forma de contar oq aconteceu 😅😂 @annaclarasr_,https://www.tiktok.com/@enaldinho/video/7003402107487341829,2021-09-02 18:17:01,48
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7002677969474866437,1630438020,23500,67,228,305800,95,Estou jogando tanto como um impostor no jogo @Fortnite Official  Impostores que confundo com a vida real 😂 #epicpartner  #fortniteimpostors #publi,https://www.tiktok.com/@enaldinho/video/7002677969474866437,2021-08-31 19:27:00,50
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7002279683102444806,1630345287,99200,141,219,1400000,1108,Quem tá acompanhando os nosso vídeos que gravamos no @hotparkoficial #hotpark,https://www.tiktok.com/@enaldinho/video/7002279683102444806,2021-08-30 17:41:27,56
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7000878588421508357,1630019069,157600,548,452,2700000,1034,Amo trollar meu irmão mais novo 😂 @guicavalieri1,https://www.tiktok.com/@enaldinho/video/7000878588421508357,2021-08-26 23:04:29,19
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6999778654414818566,1629762971,125300,263,377,1800000,618,Quem deixar o copo transbordar perde!!! @_luizamonteiroo,https://www.tiktok.com/@enaldinho/video/6999778654414818566,2021-08-23 23:56:11,54
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6999387406696795398,1629671876,144300,299,430,1700000,821,Anninha tentou ser esperta mas se deu mal 😂@annaclarasr_,https://www.tiktok.com/@enaldinho/video/6999387406696795398,2021-08-22 22:37:56,37
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6998961297870163206,1629572665,52400,53,293,424500,182,Vc sabe como tira essa armadilha do dedo?? 😂 @_luizamonteiroo,https://www.tiktok.com/@enaldinho/video/6998961297870163206,2021-08-21 19:04:25,57
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6998564965816880390,1629480387,121600,389,453,1200000,1043,Ela quase terminou cmg 😂 @annaclarasr_,https://www.tiktok.com/@enaldinho/video/6998564965816880390,2021-08-20 17:26:27,36
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6998287584443026693,1629415804,45200,169,710,501000,540,Quen leu alguma palavra errado deixa o like 😂,https://www.tiktok.com/@enaldinho/video/6998287584443026693,2021-08-19 23:30:04,37
